,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,7,5,4,18,11,3
1,1,14,13,5,12,3,1,20
2,2,18,10,11,4,5,1,3
3,3,14,0,2,1,17,7,3
4,4,13,6,7,0,1,2,12
5,5,15,2,13,18,8,6,12
6,6,9,2,20,13,3,5,16
7,7,5,7,10,18,4,9,17
8,8,0,5,11,9,19,2,17
9,9,2,7,16,9,1,3,4
10,10,11,17,4,3,9,12,13
11,11,5,18,11,10,8,13,12
12,12,5,15,7,18,4,8,1
13,13,14,0,13,3,19,8,4
14,14,8,17,16,3,9,12,11
15,15,8,9,2,7,6,14,5
16,16,1,19,9,5,10,12,13
17,17,11,3,7,13,1,6,14
18,18,18,13,5,15,12,11,10
19,19,13,0,10,2,19,15,18
20,20,1,2,0,6,14,5,13
21,21,9,10,18,6,11,0,8
22,22,12,5,13,20,4,9,2
23,23,3,19,2,9,8,14,6
24,24,14,0,5,2,4,16,17
25,25,9,14,7,11,3,4,19
26,26,6,19,1,2,20,18,10
27,27,14,1,20,2,11,3,6
28,28,8,15,12,13,6,16,1
29,29,19,10,15,4,17,14,3
30,30,10,5,7,19,14,4,8
31,31,12,1,2,19,18,0,10
32,32,5,0,7,16,20,1,4
33,33,2,15,20,10,5,4,14
34,34,10,17,16,15,18,1,9
35,35,0,8,16,7,10,5,14
36,36,3,15,11,12,7,0,14
37,37,1,6,11,3,12,17,10
38,38,1,5,11,19,18,14,12
39,39,11,6,8,9,10,7,12
40,40,15,6,5,12,16,13,14
41,41,11,12,1,17,19,15,18
42,42,8,12,18,13,10,9,19
43,43,20,0,2,11,6,13,1
44,44,10,14,1,15,11,7,2
45,45,0,19,6,1,8,16,13
46,46,3,4,9,2,10,12,19
47,47,14,16,1,12,6,7,20
48,48,2,0,7,8,15,16,10
