,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,0,10,6,11,18,8
1,1,14,3,11,8,17,13,15
2,2,5,17,4,12,13,6,3
3,3,13,14,3,7,17,1,9
4,4,18,9,10,7,13,12,11
5,5,5,20,6,4,1,3,7
6,6,10,20,9,12,1,17,14
7,7,15,0,1,8,10,7,3
8,8,10,1,6,15,9,0,13
9,9,0,9,14,3,11,5,13
10,10,3,18,12,16,1,20,14
11,11,17,4,10,0,5,9,20
12,12,16,10,5,14,6,12,8
13,13,16,4,10,15,17,13,19
14,14,8,0,3,2,17,10,5
15,15,6,5,15,12,8,16,2
16,16,12,0,18,16,10,15,14
17,17,8,7,18,9,20,6,5
18,18,9,12,17,18,6,8,1
19,19,4,17,8,5,12,16,13
20,20,1,17,18,10,6,9,4
21,21,12,11,9,16,15,1,13
22,22,5,15,14,11,16,6,10
23,23,5,0,16,12,2,18,1
24,24,7,20,19,2,8,18,16
25,25,2,1,12,11,15,8,10
26,26,20,5,18,1,7,0,15
27,27,12,1,8,10,4,3,7
28,28,2,20,3,1,4,8,9
29,29,7,17,10,8,13,6,1
30,30,8,15,16,13,20,18,1
31,31,14,10,8,7,1,12,17
32,32,11,3,16,12,5,7,19
33,33,5,19,18,15,8,1,6
34,34,6,16,1,15,8,3,19
35,35,13,19,14,20,0,1,9
36,36,0,9,19,1,5,11,10
37,37,18,19,10,9,20,5,1
38,38,2,17,16,18,9,7,15
39,39,5,16,14,3,2,18,6
40,40,9,8,3,4,0,20,15
41,41,10,16,19,15,1,3,18
42,42,16,10,12,1,19,15,6
43,43,10,4,3,6,16,8,2
44,44,16,11,1,5,7,9,15
45,45,13,1,19,15,0,6,16
46,46,20,3,2,8,18,9,7
47,47,3,19,16,0,13,12,9
48,48,3,13,0,15,4,20,19
