,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,20,2,4,0,18,10
1,1,11,2,0,20,18,10,1
2,2,2,4,1,9,17,6,0
3,3,14,11,12,7,1,15,18
4,4,6,5,8,16,2,1,10
5,5,8,15,6,19,18,2,16
6,6,12,10,16,9,20,8,19
7,7,19,20,9,2,1,8,3
8,8,19,3,6,8,13,15,5
9,9,0,1,18,6,10,20,15
10,10,9,19,13,15,0,16,3
11,11,14,2,11,10,16,18,3
12,12,14,6,4,16,8,5,9
13,13,1,0,19,14,6,16,13
14,14,17,11,6,10,7,3,18
15,15,10,15,6,0,19,3,16
16,16,2,14,17,11,10,9,5
17,17,3,20,14,11,19,6,8
18,18,17,3,9,19,0,10,5
19,19,18,2,7,9,16,13,10
20,20,19,12,17,6,14,16,0
21,21,20,3,9,13,11,8,17
22,22,20,4,11,7,13,12,9
23,23,17,5,6,10,14,20,0
24,24,20,16,15,6,7,11,13
25,25,14,16,12,5,2,1,20
26,26,14,10,19,15,9,3,0
27,27,18,14,13,2,0,19,17
28,28,13,3,15,1,4,19,7
29,29,6,4,8,12,2,3,10
30,30,6,13,9,11,18,14,10
31,31,10,0,18,6,4,5,19
32,32,9,4,13,10,12,7,20
33,33,20,17,3,12,0,5,14
34,34,7,5,20,18,19,17,4
35,35,17,16,7,19,1,12,4
36,36,16,5,10,17,4,7,2
37,37,13,9,2,1,18,16,19
38,38,13,20,14,0,17,19,8
39,39,8,12,9,11,7,6,1
40,40,8,4,18,7,10,3,15
41,41,12,0,3,16,9,11,5
42,42,16,17,14,11,8,5,4
43,43,15,10,1,11,8,14,12
44,44,13,0,19,18,8,4,7
45,45,0,1,5,6,2,19,4
46,46,16,3,9,8,4,18,19
47,47,10,2,9,11,16,20,19
48,48,19,6,2,20,1,5,8
