,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,11,4,17,14,16,6,8
1,1,7,19,17,12,0,18,16
2,2,20,2,15,5,11,0,3
3,3,7,12,10,19,13,17,8
4,4,5,20,1,9,8,19,14
5,5,20,6,1,5,19,10,0
6,6,17,3,9,15,0,13,18
7,7,19,13,12,9,5,17,6
8,8,14,15,2,9,8,10,6
9,9,9,16,6,18,13,4,2
10,10,20,5,0,7,8,17,13
11,11,16,5,10,13,4,12,6
12,12,5,7,0,16,13,4,1
13,13,4,16,17,13,12,8,18
14,14,13,0,1,3,16,12,8
15,15,4,20,8,0,13,1,7
16,16,11,8,14,18,3,4,7
17,17,2,10,13,19,5,16,11
18,18,15,14,1,17,20,18,3
19,19,18,17,1,13,15,14,9
20,20,19,15,17,3,13,20,9
21,21,12,17,8,10,6,3,1
22,22,15,3,1,19,11,8,20
23,23,12,2,14,8,10,19,13
24,24,10,4,1,12,13,20,17
25,25,8,12,14,17,19,15,4
26,26,6,13,2,16,11,9,19
27,27,7,14,3,17,18,9,5
28,28,19,2,18,7,3,8,20
29,29,10,6,19,3,9,7,20
30,30,11,5,20,19,15,18,4
31,31,14,4,11,9,8,15,19
32,32,15,9,12,1,6,11,10
33,33,19,4,12,0,13,14,9
34,34,15,18,19,3,17,7,14
35,35,5,9,0,7,11,16,3
36,36,7,11,18,16,6,0,15
37,37,9,0,4,15,17,3,20
38,38,18,10,0,4,6,5,19
39,39,11,5,6,8,13,10,7
40,40,0,1,4,2,7,5,18
41,41,19,13,6,7,2,20,10
42,42,12,15,18,9,8,3,10
43,43,1,9,0,4,14,16,15
44,44,18,1,13,0,5,3,11
45,45,18,12,6,0,19,4,5
46,46,16,4,9,1,6,5,13
47,47,3,4,0,13,6,12,2
48,48,19,16,2,18,0,7,17
