,round,tube0,tube1,tube2
0,0,8,4,7
1,1,1,0,5
2,2,6,3,7
3,3,3,6,2
4,4,2,3,4
5,5,2,9,5
6,6,1,8,7
7,7,1,8,3
8,8,3,6,2
9,9,3,0,9
10,10,9,3,6
11,11,9,1,2
12,12,5,8,9
13,13,0,7,2
14,14,9,7,6
15,15,0,6,8
16,16,6,0,8
17,17,1,9,8
18,18,3,1,0
19,19,0,3,7
20,20,7,2,0
21,21,1,8,7
22,22,7,1,6
23,23,7,5,9
