,round,tube0,tube1,tube2
0,0,6,2,9
1,1,2,9,1
2,2,6,0,5
3,3,0,9,8
4,4,2,9,3
5,5,9,6,7
6,6,7,0,8
7,7,8,1,2
8,8,6,4,0
9,9,2,1,6
10,10,6,4,2
11,11,0,9,3
12,12,7,3,8
13,13,4,0,3
14,14,3,6,2
15,15,3,7,5
16,16,5,2,1
17,17,4,5,2
18,18,6,0,7
19,19,2,4,3
20,20,7,8,9
21,21,3,1,5
22,22,4,2,3
23,23,8,9,0
