,round,tube0,tube1,tube2
0,0,4,2,8
1,1,7,2,6
2,2,9,2,0
3,3,2,1,4
4,4,2,3,5
5,5,3,8,0
6,6,1,5,8
7,7,0,4,6
8,8,6,4,9
9,9,0,4,8
10,10,9,4,6
11,11,3,8,7
12,12,7,1,0
13,13,3,2,5
14,14,5,8,3
15,15,7,8,4
16,16,2,0,6
17,17,5,8,7
18,18,2,0,1
19,19,2,0,4
20,20,6,8,9
21,21,5,9,2
22,22,7,5,2
23,23,6,8,9
