,round,tube,sp,st,final_pop
0,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.12955467953500568, 0.0, 0.0, 0.05924345412590238, 0.0, 0.19071752039562823)",1
1,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1168399246183018, 0.0, 0.0, 0.05924345412590238, 0.0, 0.2360149990900829)",1
2,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.09536128381669418, 0.0, 0.0, 0.05924345412590238, 0.0, 0.15619195803680364)",3
3,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.05924345412590238, 0.0, 0.1842944379780426)",474
4,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.09890879490471015, 0.0, 0.1842944379780426)",4
5,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.05924345412590238, 0.0, 0.22483079085131397)",1
6,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.13964711798104804, 0.0, 0.0, 0.0743819382744971, 0.0, 0.29361813520232244)",4
7,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1655670055530061, 0.0, 0.0, 0.05924345412590238, 0.0, 0.1842944379780426)",1
8,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.08655717922109839, 0.0, 0.0, 0.039772324850655495, 0.0, 0.1842944379780426)",4
9,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.10996376956215088, 0.0, 0.0, 0.05924345412590238, 0.0, 0.1842944379780426)",2
10,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.06516156044469372, 0.0, 0.1842944379780426)",2
11,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.09880311602282339, 0.0, 0.0, 0.05924345412590238, 0.0, 0.1842944379780426)",1
12,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.06457818753646995, 0.0, 0.1842944379780426)",1
13,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.18359437497038522, 0.0)",3
14,0,1,1,"(0.011978962207867257, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",20
15,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2480099539673093, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",9
16,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",674
17,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.0840640520611008, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",1
18,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.15833144152347917, 0.0)",1
19,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.5225972523556484, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",1
20,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.29551763893648, 0.0)",2
21,0,1,1,"(0.011695672721018676, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",1
22,0,1,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.19210643418562537, 0.0)",3
23,0,1,1,"(0.021156303802212794, 0.0, 0.0, 0.09007764845750801, 0.25401590145976755, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",1
