,round,tube0,tube1,tube2
0,0,1,4,5
1,1,7,8,3
2,2,9,4,1
3,3,3,8,1
4,4,0,2,8
5,5,2,7,6
6,6,0,4,3
7,7,9,7,0
8,8,3,8,5
9,9,5,4,3
10,10,1,5,0
11,11,4,0,5
12,12,3,0,8
13,13,7,6,9
14,14,2,7,9
15,15,5,3,1
16,16,6,9,5
17,17,5,3,4
18,18,3,0,4
19,19,6,7,9
20,20,9,2,1
21,21,4,5,6
22,22,9,0,8
23,23,4,3,7
