,round,tube0,tube1,tube2
0,0,3,5,1
1,1,4,2,1
2,2,9,6,3
3,3,0,7,9
4,4,1,6,8
5,5,2,4,5
6,6,5,6,4
7,7,1,0,8
8,8,5,7,1
9,9,9,0,1
10,10,4,5,9
11,11,3,0,9
12,12,2,5,1
13,13,3,8,7
14,14,4,2,5
15,15,3,0,5
16,16,3,9,4
17,17,7,5,0
18,18,1,5,9
19,19,9,4,5
20,20,6,9,8
21,21,5,7,3
22,22,0,2,5
23,23,0,4,5
