,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,4,3,13,5,15,9
1,1,17,15,6,4,1,8,16
2,2,5,7,4,10,11,8,2
3,3,18,12,6,11,1,5,3
4,4,13,6,18,10,14,20,12
5,5,0,1,8,7,4,17,12
6,6,19,18,17,12,8,14,1
7,7,8,1,13,18,6,10,15
8,8,17,15,12,0,18,2,1
9,9,5,14,19,4,20,17,3
10,10,1,18,4,0,17,9,16
11,11,0,20,1,6,4,17,10
12,12,9,8,6,14,7,18,19
13,13,12,15,18,2,13,11,4
14,14,9,15,10,13,18,20,6
15,15,18,8,13,11,17,20,12
16,16,11,5,12,15,6,8,1
17,17,10,18,17,11,20,14,15
18,18,16,14,13,1,8,4,18
19,19,0,10,2,8,1,7,13
20,20,5,3,0,13,9,18,16
21,21,20,1,11,0,3,6,19
22,22,20,10,9,3,15,13,19
23,23,2,4,3,16,9,8,13
24,24,11,5,7,10,6,14,15
25,25,3,7,18,19,10,12,15
26,26,11,5,1,13,18,4,16
27,27,3,7,20,19,8,16,4
28,28,12,18,19,13,10,7,16
29,29,10,0,5,15,17,13,12
30,30,12,18,4,7,1,15,17
31,31,4,15,7,0,9,13,10
32,32,10,1,3,9,4,12,13
33,33,9,11,5,15,19,20,10
34,34,5,0,16,9,14,3,4
35,35,4,16,8,11,6,13,12
36,36,15,5,14,8,20,2,10
37,37,0,10,7,6,3,8,2
38,38,6,3,12,13,1,5,7
39,39,14,16,9,12,5,4,10
40,40,10,14,1,3,17,8,4
41,41,14,16,8,1,18,4,11
42,42,20,2,6,19,18,14,4
43,43,10,0,11,7,5,6,18
44,44,13,20,10,15,17,16,2
45,45,14,2,19,4,11,15,17
46,46,5,14,17,3,7,1,0
47,47,11,15,20,17,4,10,3
48,48,13,20,0,18,12,17,4
