,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,19,14,2,4,16,12
1,1,1,0,9,11,10,12,15
2,2,0,8,12,13,4,7,11
3,3,4,7,15,5,6,9,10
4,4,13,0,9,8,15,11,12
5,5,3,8,19,15,0,16,20
6,6,6,20,7,8,0,4,3
7,7,6,0,7,9,10,4,1
8,8,15,19,3,11,4,14,20
9,9,5,1,9,8,16,18,12
10,10,0,3,5,17,12,16,2
11,11,3,19,6,5,0,18,20
12,12,0,1,17,20,12,4,6
13,13,1,3,15,13,4,0,17
14,14,15,0,17,1,12,16,11
15,15,17,9,10,1,15,18,20
16,16,10,8,4,0,14,7,12
17,17,6,19,7,3,8,16,1
18,18,5,6,18,15,14,1,8
19,19,14,1,20,6,7,18,5
20,20,20,14,19,16,7,10,15
21,21,1,20,0,10,4,6,8
22,22,17,12,3,4,13,11,0
23,23,1,2,8,10,11,13,16
24,24,5,1,0,2,19,20,14
25,25,14,10,6,7,8,11,19
26,26,5,9,8,17,18,10,15
27,27,16,15,6,0,1,11,13
28,28,8,4,5,7,11,2,9
29,29,5,14,16,3,9,1,10
30,30,0,2,1,19,11,10,12
31,31,1,7,5,2,3,15,4
32,32,10,19,9,4,18,8,14
33,33,2,7,10,14,13,17,11
34,34,15,1,18,0,7,5,13
35,35,7,6,3,8,13,15,0
36,36,19,6,7,10,5,3,0
37,37,0,8,16,14,6,12,9
38,38,16,5,3,15,6,2,8
39,39,4,7,8,10,18,0,14
40,40,5,8,19,4,3,2,7
41,41,0,12,11,3,10,1,19
42,42,4,19,15,5,7,2,16
43,43,1,5,17,0,11,9,4
44,44,4,18,11,3,5,8,17
45,45,1,8,12,11,7,19,18
46,46,1,2,5,8,6,10,11
47,47,3,12,8,0,17,10,14
48,48,14,1,0,3,2,9,12
