,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,17,18,20,19,4,13
1,1,1,17,15,16,9,14,2
2,2,4,6,2,1,3,0,7
3,3,19,12,4,17,20,15,3
4,4,7,6,15,12,14,0,4
5,5,14,13,16,19,20,18,4
6,6,12,5,15,11,17,18,19
7,7,8,1,4,19,10,17,2
8,8,10,1,15,16,2,4,14
9,9,7,13,6,11,14,15,3
10,10,11,6,17,14,2,18,5
11,11,15,19,0,18,11,3,14
12,12,15,19,2,4,16,8,5
13,13,19,6,13,9,4,17,0
14,14,18,6,1,4,0,10,12
15,15,5,19,20,1,13,14,18
16,16,16,9,15,11,19,12,5
17,17,6,19,10,11,4,9,20
18,18,10,14,16,20,17,4,5
19,19,6,1,20,12,13,3,15
20,20,4,7,0,5,18,10,14
21,21,12,19,6,1,9,16,20
22,22,6,15,13,0,9,1,19
23,23,8,17,0,20,11,2,6
24,24,0,18,10,2,7,12,1
25,25,18,16,11,9,15,0,6
26,26,18,0,15,10,17,16,9
27,27,3,8,20,13,14,17,1
28,28,6,19,20,4,11,3,5
29,29,20,6,18,5,0,16,15
30,30,4,18,20,8,15,13,1
31,31,7,10,17,5,14,3,15
32,32,14,3,4,17,11,0,16
33,33,16,12,4,19,3,20,18
34,34,6,1,0,8,10,11,14
35,35,17,12,9,13,4,16,8
36,36,20,4,19,7,6,1,14
37,37,8,10,9,12,13,11,16
38,38,17,16,9,4,6,8,15
39,39,16,20,19,12,7,8,15
40,40,17,14,8,6,9,0,11
41,41,8,10,6,20,16,9,0
42,42,16,10,14,2,13,19,0
43,43,18,16,20,8,12,17,4
44,44,4,10,6,7,5,13,19
45,45,0,3,12,17,11,20,4
46,46,2,18,12,15,11,6,5
47,47,20,5,7,8,10,14,9
48,48,19,20,13,16,3,6,4
