,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,4,12,10,13,11,7,0
1,1,2,1,0,15,5,4,3
2,2,1,6,3,10,5,7,2
3,3,3,5,11,6,15,8,4
4,4,10,2,1,20,0,9,14
5,5,8,7,0,6,19,4,3
6,6,0,14,15,2,16,3,1
7,7,0,8,5,20,18,2,10
8,8,0,17,16,13,11,6,15
9,9,3,15,7,20,13,4,12
10,10,1,16,19,11,8,3,0
11,11,0,15,13,1,8,5,2
12,12,16,2,15,9,0,3,11
13,13,1,16,10,8,19,12,13
14,14,16,19,12,18,9,13,5
15,15,3,0,13,16,17,14,9
16,16,8,3,13,7,14,12,16
17,17,11,1,14,6,20,18,7
18,18,6,11,2,18,13,20,17
19,19,8,1,7,17,9,10,16
20,20,19,3,12,20,16,11,5
21,21,12,8,14,5,16,6,0
22,22,11,7,18,20,19,12,6
23,23,13,18,8,19,20,12,15
24,24,7,8,20,5,12,19,18
25,25,12,18,17,5,15,19,13
26,26,13,8,15,12,20,5,4
27,27,1,4,8,3,9,0,16
28,28,1,14,12,6,16,2,17
29,29,9,18,17,1,3,20,13
30,30,17,18,7,11,16,9,6
31,31,9,10,5,4,3,12,18
32,32,17,1,7,4,12,0,6
33,33,5,8,10,11,12,6,19
34,34,20,6,16,15,2,8,17
35,35,19,10,0,9,2,15,12
36,36,18,15,20,17,13,3,11
37,37,0,4,10,18,15,7,8
38,38,8,5,1,7,6,15,16
39,39,2,7,9,13,10,0,6
40,40,10,8,0,14,3,20,5
41,41,8,12,7,17,9,14,5
42,42,3,1,5,0,7,6,12
43,43,20,9,16,4,15,14,18
44,44,3,17,6,7,19,12,11
45,45,16,11,18,20,7,17,5
46,46,7,18,0,9,8,20,19
47,47,2,14,5,12,19,17,4
48,48,4,0,19,5,16,8,1
