,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,1,2,9,15,5,4
1,1,3,5,6,19,4,18,2
2,2,8,2,19,15,3,14,16
3,3,16,5,20,10,0,14,2
4,4,12,14,19,13,4,7,2
5,5,15,18,13,3,8,6,11
6,6,11,13,18,17,10,4,14
7,7,13,0,20,9,11,12,19
8,8,11,17,9,12,10,1,18
9,9,10,11,15,6,4,2,19
10,10,4,10,1,5,16,15,6
11,11,6,17,0,4,2,3,18
12,12,10,11,18,20,6,13,1
13,13,1,13,9,17,15,6,16
14,14,12,11,10,14,15,8,1
15,15,17,16,2,5,3,4,18
16,16,4,8,15,11,9,5,2
17,17,16,13,17,11,19,7,14
18,18,2,14,20,13,17,8,12
19,19,20,2,6,1,0,16,12
20,20,3,7,2,1,10,13,5
21,21,13,17,4,9,18,6,5
22,22,0,13,20,3,17,1,9
23,23,9,3,7,15,8,14,11
24,24,1,15,4,13,3,18,0
25,25,3,13,14,0,1,20,4
26,26,13,11,15,6,17,10,2
27,27,16,13,15,2,5,9,18
28,28,15,19,3,0,9,11,2
29,29,18,13,4,6,5,9,1
30,30,16,19,6,7,8,10,9
31,31,20,16,10,19,2,17,14
32,32,17,2,6,7,0,12,3
33,33,13,7,8,2,19,0,12
34,34,1,19,14,18,7,4,0
35,35,2,1,13,18,14,19,15
36,36,6,19,7,18,17,2,10
37,37,6,0,16,2,4,14,5
38,38,14,9,10,18,5,8,6
39,39,16,15,6,7,11,10,0
40,40,9,13,14,16,20,10,15
41,41,8,4,5,9,6,3,12
42,42,17,16,10,18,14,4,20
43,43,18,20,17,13,8,15,14
44,44,18,20,2,9,10,11,14
45,45,5,11,6,0,20,13,3
46,46,5,19,18,16,3,7,4
47,47,8,20,0,16,9,19,1
48,48,4,2,18,10,3,11,6
