,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,19,11,5,0,16,9
1,1,5,17,10,11,20,1,3
2,2,7,3,10,16,6,2,4
3,3,17,16,9,13,10,7,20
4,4,9,13,7,18,12,2,4
5,5,13,2,20,1,5,8,9
6,6,15,14,0,5,16,6,10
7,7,5,17,14,19,8,20,4
8,8,12,3,19,1,7,16,17
9,9,0,6,19,3,17,16,14
10,10,4,10,8,9,20,13,2
11,11,16,8,10,0,5,12,1
12,12,9,18,12,7,17,11,16
13,13,12,0,19,10,5,7,13
14,14,5,13,3,8,0,16,9
15,15,0,15,8,13,17,4,16
16,16,8,16,12,5,9,15,3
17,17,3,8,4,7,11,17,19
18,18,18,6,9,12,16,10,2
19,19,1,4,15,6,19,8,7
20,20,5,2,12,18,16,7,3
21,21,7,20,13,6,5,17,18
22,22,13,3,10,19,4,0,16
23,23,9,17,15,19,16,0,10
24,24,9,5,16,18,14,2,8
25,25,11,16,6,14,7,8,19
26,26,19,14,13,10,6,7,17
27,27,17,15,12,20,9,3,5
28,28,8,14,5,18,2,15,11
29,29,11,3,10,1,2,7,9
30,30,0,1,15,10,18,19,12
31,31,18,6,10,7,5,15,3
32,32,17,1,6,15,11,8,5
33,33,14,10,11,2,12,5,13
34,34,14,20,11,6,0,12,13
35,35,1,2,10,18,12,0,9
36,36,6,2,3,14,12,15,9
37,37,2,5,14,12,7,15,9
38,38,10,11,16,8,20,13,17
39,39,14,7,13,16,3,4,12
40,40,11,12,7,20,3,1,2
41,41,5,11,0,13,18,9,3
42,42,18,7,17,4,10,16,0
43,43,7,16,4,11,10,19,12
44,44,11,9,0,12,15,1,10
45,45,17,12,19,20,11,0,3
46,46,9,7,1,5,10,17,14
47,47,2,9,7,20,15,17,6
48,48,10,15,14,1,11,18,9
