,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,8,9,3,10,12,16
1,1,9,10,0,18,2,4,12
2,2,3,10,15,14,19,4,2
3,3,19,20,7,11,2,3,12
4,4,0,13,14,20,12,3,15
5,5,7,18,8,5,10,9,3
6,6,18,11,14,9,20,0,3
7,7,20,6,14,9,18,16,2
8,8,19,7,6,20,1,9,4
9,9,4,6,18,19,12,16,10
10,10,8,17,15,19,4,11,5
11,11,13,18,10,14,16,4,0
12,12,12,17,8,0,4,11,6
13,13,20,6,5,16,12,4,15
14,14,17,12,9,7,8,2,6
15,15,1,6,14,7,19,17,12
16,16,17,13,19,0,6,20,4
17,17,1,10,11,4,14,9,13
18,18,13,4,0,3,11,19,15
19,19,12,18,20,19,14,9,2
20,20,0,8,3,15,11,4,20
21,21,1,5,10,12,17,8,19
22,22,4,12,5,3,14,2,16
23,23,15,1,6,17,9,4,13
24,24,15,10,16,19,5,1,13
25,25,16,2,4,20,7,5,10
26,26,8,2,1,6,20,17,5
27,27,3,20,17,12,11,14,16
28,28,15,4,19,13,7,0,16
29,29,14,20,19,5,3,10,7
30,30,10,3,6,11,7,2,16
31,31,3,14,20,1,18,11,19
32,32,17,5,16,19,18,6,8
33,33,4,13,14,1,15,0,6
34,34,13,14,9,5,2,11,20
35,35,4,7,14,5,20,11,3
36,36,9,3,11,5,10,0,1
37,37,15,1,12,10,2,9,7
38,38,2,7,19,4,10,14,6
39,39,12,8,1,7,2,11,4
40,40,19,6,7,4,18,12,0
41,41,16,5,13,20,19,12,14
42,42,19,15,13,6,5,1,4
43,43,19,1,20,0,8,14,13
44,44,4,19,16,12,20,9,14
45,45,20,11,14,13,17,9,8
46,46,9,2,11,16,20,13,5
47,47,9,11,5,12,4,6,8
48,48,7,3,19,5,2,18,12
