,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,9,10,20,6,14,7
1,1,7,8,19,20,18,1,4
2,2,0,18,7,1,19,3,17
3,3,14,12,0,4,1,9,10
4,4,14,9,13,19,16,4,20
5,5,1,20,0,7,9,15,12
6,6,9,19,20,7,15,14,17
7,7,8,9,5,2,19,3,12
8,8,5,3,1,12,15,20,2
9,9,1,9,17,0,14,19,2
10,10,10,1,17,19,14,8,7
11,11,10,11,7,16,17,5,6
12,12,2,8,0,3,10,18,5
13,13,7,6,4,0,12,19,9
14,14,4,14,5,1,18,20,15
15,15,11,8,0,17,14,13,16
16,16,11,1,14,5,8,10,18
17,17,14,5,11,16,8,6,20
18,18,3,10,1,17,19,9,12
19,19,15,10,14,11,1,5,19
20,20,7,1,18,17,20,6,9
21,21,12,10,0,11,18,20,7
22,22,9,8,16,5,20,6,11
23,23,10,14,17,1,13,5,9
24,24,12,8,17,7,14,18,15
25,25,2,17,0,1,18,9,20
26,26,6,10,3,13,14,4,9
27,27,20,7,11,3,0,4,17
28,28,16,15,12,14,18,6,3
29,29,6,20,3,5,11,2,19
30,30,7,10,4,14,9,13,18
31,31,7,2,5,15,8,4,12
32,32,13,9,19,16,6,2,5
33,33,3,14,12,5,0,10,2
34,34,14,18,15,5,12,16,10
35,35,9,6,16,2,0,1,11
36,36,7,3,19,2,8,4,13
37,37,11,5,8,18,9,3,10
38,38,8,11,4,12,10,7,20
39,39,19,17,13,9,2,0,4
40,40,2,19,17,1,13,18,10
41,41,6,2,1,4,3,7,5
42,42,8,9,7,2,11,12,15
43,43,10,18,7,17,1,5,16
44,44,7,20,10,11,2,17,5
45,45,13,14,15,11,18,4,3
46,46,1,14,18,11,17,5,19
47,47,20,5,12,10,0,2,18
48,48,4,6,14,15,19,11,12
