,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,13,15,12,8,14,17
1,1,18,13,12,20,10,17,9
2,2,14,6,0,13,2,7,15
3,3,8,18,17,4,7,1,19
4,4,1,11,12,13,8,4,5
5,5,4,7,10,0,13,2,8
6,6,13,5,9,16,8,17,12
7,7,10,8,14,18,13,11,7
8,8,12,16,11,13,19,9,20
9,9,6,13,5,19,0,2,17
10,10,13,14,2,1,6,0,12
11,11,14,9,16,4,1,0,13
12,12,5,13,0,1,20,11,10
13,13,6,19,18,3,16,1,7
14,14,0,5,17,19,2,15,16
15,15,0,20,3,6,2,9,5
16,16,14,0,5,13,17,11,3
17,17,15,3,13,4,9,18,2
18,18,18,15,2,8,5,11,12
19,19,14,10,11,8,15,6,13
20,20,18,19,20,2,3,11,5
21,21,20,3,2,5,14,4,0
22,22,5,20,12,18,7,6,8
23,23,4,5,20,7,15,14,10
24,24,8,6,19,9,11,10,15
25,25,8,20,10,13,6,19,17
26,26,13,1,9,6,5,14,11
27,27,2,5,6,7,14,1,18
28,28,20,1,3,8,10,5,6
29,29,13,5,7,0,10,17,16
30,30,9,16,5,0,15,12,6
31,31,0,5,18,10,13,3,15
32,32,11,5,1,12,19,14,17
33,33,8,16,15,3,10,20,12
34,34,15,4,12,20,18,7,1
35,35,16,10,9,2,14,0,17
36,36,6,16,10,14,8,1,5
37,37,10,13,1,5,19,9,2
38,38,19,3,9,1,15,10,14
39,39,11,18,6,0,8,1,9
40,40,0,15,10,11,6,4,13
41,41,6,7,4,13,9,17,14
42,42,14,10,7,19,1,20,6
43,43,1,14,16,17,0,2,19
44,44,0,10,3,2,14,4,7
45,45,5,15,9,0,6,10,3
46,46,7,2,0,11,15,3,9
47,47,5,7,6,12,11,9,3
48,48,19,6,20,18,5,15,13
