,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,6,4,2,14,19,1
1,1,11,13,3,15,17,16,5
2,2,17,9,6,11,2,10,4
3,3,16,1,5,4,7,13,19
4,4,16,1,18,15,6,0,5
5,5,14,9,3,2,10,13,15
6,6,1,15,4,11,14,17,7
7,7,6,18,10,19,2,14,15
8,8,3,5,6,10,20,19,13
9,9,6,0,7,10,5,2,9
10,10,0,20,16,3,1,7,6
11,11,14,1,12,19,11,2,10
12,12,8,10,13,11,20,15,12
13,13,6,13,12,18,8,1,17
14,14,9,19,11,2,18,5,17
15,15,0,20,7,9,10,11,4
16,16,10,17,18,12,9,16,7
17,17,1,11,19,18,9,6,10
18,18,4,16,14,9,5,7,13
19,19,6,9,18,17,11,10,16
20,20,6,10,5,4,0,9,1
21,21,2,13,8,18,17,14,19
22,22,19,16,4,3,1,12,7
23,23,14,17,6,10,11,18,12
24,24,7,20,0,19,3,11,18
25,25,6,5,15,14,19,17,18
26,26,12,11,3,7,9,16,1
27,27,7,10,4,1,20,8,12
28,28,4,8,0,14,5,1,19
29,29,19,15,7,3,18,5,1
30,30,19,4,0,10,18,14,20
31,31,3,0,16,6,8,15,18
32,32,20,8,15,19,6,5,11
33,33,9,15,4,19,8,6,3
34,34,19,9,2,13,17,16,3
35,35,5,12,16,15,0,13,8
36,36,8,18,4,9,7,13,15
37,37,6,2,13,16,1,3,15
38,38,10,17,9,8,19,13,2
39,39,5,18,0,20,12,7,13
40,40,7,0,17,12,10,19,5
41,41,1,11,7,13,2,9,19
42,42,3,4,19,2,18,6,5
43,43,13,15,3,7,12,11,0
44,44,5,9,13,19,15,18,17
45,45,0,1,11,8,4,15,10
46,46,4,5,15,9,20,0,8
47,47,15,16,19,0,7,18,20
48,48,1,18,16,3,19,10,20
