,round,tube0,tube1,tube2
0,0,5,6,2
1,1,1,5,8
2,2,2,8,3
3,3,5,4,7
4,4,8,2,5
5,5,6,4,0
6,6,7,4,5
7,7,1,2,7
8,8,9,4,6
9,9,3,1,4
10,10,4,1,6
11,11,6,1,4
12,12,3,0,4
13,13,3,9,6
14,14,6,5,2
15,15,5,9,8
16,16,0,8,3
17,17,2,7,3
18,18,7,1,0
19,19,9,5,2
20,20,5,2,1
21,21,6,8,4
22,22,2,0,3
23,23,4,3,6
