,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,7,0,10,18,4,3
1,1,10,4,11,3,1,2,0
2,2,4,9,0,2,3,1,11
3,3,20,18,0,6,1,19,3
4,4,18,16,14,15,13,0,6
5,5,4,1,9,15,6,8,2
6,6,14,13,2,4,12,9,5
7,7,9,3,6,13,18,15,5
8,8,7,9,8,11,5,6,12
9,9,7,6,13,14,2,10,1
10,10,4,12,19,10,13,9,0
11,11,6,16,7,3,15,1,8
12,12,5,20,10,15,19,17,13
13,13,2,0,9,16,3,4,17
14,14,14,7,1,0,4,2,9
15,15,7,15,11,6,16,8,0
16,16,11,5,10,4,1,14,0
17,17,18,1,9,13,12,11,16
18,18,3,1,0,17,18,16,15
19,19,15,4,2,6,8,1,3
20,20,2,14,0,10,18,20,16
21,21,2,8,14,18,17,6,16
22,22,17,5,18,6,19,3,2
23,23,4,2,8,16,6,12,18
24,24,9,19,3,12,13,5,17
25,25,10,9,14,13,1,4,12
26,26,1,11,5,8,4,18,13
27,27,7,15,1,0,2,4,10
28,28,13,8,14,10,9,3,17
29,29,11,7,4,5,3,10,2
30,30,15,12,16,3,13,17,14
31,31,20,0,1,5,11,18,14
32,32,9,11,0,2,7,16,14
33,33,7,3,9,0,10,11,16
34,34,4,0,20,5,15,10,16
35,35,4,12,9,1,2,16,8
36,36,11,17,1,6,10,16,20
37,37,7,0,18,14,6,12,8
38,38,3,19,15,12,2,17,14
39,39,16,0,10,2,17,3,6
40,40,15,11,6,10,2,9,0
41,41,20,12,6,7,17,4,0
42,42,4,8,5,17,15,3,10
43,43,16,17,6,3,9,13,15
44,44,12,1,5,14,17,6,19
45,45,11,1,17,8,16,7,6
46,46,5,16,4,17,2,15,8
47,47,0,2,18,11,20,1,4
48,48,3,5,6,20,0,12,11
