,round,tube0,tube1,tube2
0,0,7,4,2
1,1,9,3,5
2,2,2,5,6
3,3,4,5,2
4,4,9,4,0
5,5,4,2,5
6,6,0,8,5
7,7,1,3,8
8,8,2,5,9
9,9,7,1,6
10,10,4,0,8
11,11,2,9,5
12,12,9,0,6
13,13,0,1,3
14,14,2,6,9
15,15,0,4,2
16,16,0,4,7
17,17,1,7,6
18,18,8,1,4
19,19,9,4,6
20,20,2,5,7
21,21,7,4,8
22,22,7,6,1
23,23,0,5,4
