,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,0,4,20,1,8,11
1,1,13,2,9,17,6,3,16
2,2,18,14,9,6,16,12,13
3,3,19,0,6,14,10,7,8
4,4,14,8,19,4,5,1,17
5,5,8,17,2,7,13,6,20
6,6,16,0,9,4,6,11,18
7,7,11,5,20,4,2,7,10
8,8,8,9,15,17,13,11,2
9,9,0,6,3,5,19,10,13
10,10,18,4,3,16,14,19,9
11,11,15,5,11,4,18,20,12
12,12,19,18,17,8,1,12,3
13,13,10,15,12,17,0,13,11
14,14,15,2,0,16,17,3,8
15,15,20,15,3,17,13,10,19
16,16,4,9,0,7,5,10,13
17,17,1,6,7,2,11,4,20
18,18,20,18,17,11,2,19,3
19,19,7,8,9,1,6,11,19
20,20,17,9,4,7,19,14,10
21,21,2,1,10,3,15,8,18
22,22,18,14,17,10,7,9,0
23,23,17,8,1,0,3,13,11
24,24,7,20,12,14,11,0,5
25,25,11,1,3,15,12,17,13
26,26,17,20,13,4,14,15,9
27,27,3,7,1,4,19,11,20
28,28,10,11,6,18,19,17,13
29,29,8,0,9,6,19,10,11
30,30,5,14,20,3,0,10,18
31,31,0,11,18,19,14,17,12
32,32,13,4,10,20,12,5,14
33,33,14,8,12,2,7,5,18
34,34,6,13,16,11,12,5,14
35,35,1,5,16,18,13,3,10
36,36,13,16,11,18,5,10,3
37,37,13,0,12,14,7,18,20
38,38,15,2,18,4,6,14,13
39,39,14,11,10,20,15,16,9
40,40,9,6,3,12,20,5,4
41,41,5,13,8,6,10,11,2
42,42,20,14,13,12,2,18,0
43,43,17,7,12,19,9,20,11
44,44,2,15,6,11,7,8,20
45,45,6,18,0,15,3,7,8
46,46,9,19,2,8,16,12,14
47,47,4,7,8,15,18,2,13
48,48,13,9,8,15,12,3,20
