,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,16,5,10,17,6,11
1,1,8,1,15,5,19,0,16
2,2,6,10,3,17,4,2,15
3,3,12,1,17,13,10,16,5
4,4,13,17,15,10,12,6,3
5,5,9,14,20,16,11,6,19
6,6,5,18,0,20,9,6,8
7,7,3,11,10,4,0,15,20
8,8,14,3,13,9,20,19,2
9,9,19,1,9,15,17,11,20
10,10,6,17,14,16,19,9,11
11,11,8,7,10,17,0,12,18
12,12,1,17,3,8,5,20,13
13,13,17,3,14,19,10,0,8
14,14,17,18,4,5,14,1,9
15,15,2,0,16,8,7,1,15
16,16,11,14,16,7,17,4,12
17,17,17,6,1,11,3,5,15
18,18,19,6,10,7,3,16,5
19,19,19,13,16,10,8,15,7
20,20,3,19,7,17,9,11,0
21,21,1,12,20,10,5,0,13
22,22,20,15,9,0,1,11,6
23,23,7,14,19,3,15,20,5
24,24,7,2,19,3,16,4,20
25,25,13,15,3,5,2,14,6
26,26,4,20,2,1,16,11,15
27,27,2,10,8,11,19,7,3
28,28,10,3,8,19,20,2,0
29,29,1,5,9,19,12,18,10
30,30,13,11,4,19,15,10,8
31,31,8,14,20,12,10,2,11
32,32,13,16,2,6,15,9,3
33,33,15,5,10,4,16,17,13
34,34,8,17,18,7,1,6,0
35,35,2,6,17,19,3,15,14
36,36,0,6,19,10,8,15,13
37,37,0,4,6,9,14,10,5
38,38,10,11,16,6,14,12,0
39,39,12,14,0,16,13,15,11
40,40,4,6,16,15,5,19,13
41,41,5,6,8,2,16,3,7
42,42,15,5,19,10,11,3,0
43,43,9,18,11,14,3,16,6
44,44,6,19,18,3,2,7,0
45,45,19,12,10,13,0,3,20
46,46,20,17,2,8,3,0,12
47,47,14,20,8,5,16,4,3
48,48,7,20,6,9,5,3,19
