,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,7,10,18,4,20,12
1,1,10,19,2,9,4,15,5
2,2,12,8,10,14,17,6,1
3,3,16,15,8,12,5,1,9
4,4,16,4,9,0,6,10,7
5,5,9,17,20,1,14,5,18
6,6,16,17,8,3,20,4,12
7,7,11,4,10,3,8,6,1
8,8,13,19,10,9,12,0,17
9,9,20,7,2,8,11,18,16
10,10,7,11,1,3,0,19,10
11,11,13,5,12,18,10,7,17
12,12,6,1,16,20,18,2,4
13,13,7,6,20,2,17,19,12
14,14,13,0,4,6,19,16,18
15,15,10,13,15,16,6,8,4
16,16,8,5,11,15,3,12,14
17,17,20,2,9,19,10,15,5
18,18,1,5,12,6,19,9,4
19,19,0,12,15,19,5,3,8
20,20,20,14,15,13,12,8,9
21,21,18,1,5,12,3,13,11
22,22,17,3,20,5,15,9,12
23,23,12,17,10,5,18,13,15
24,24,17,12,10,13,5,20,6
25,25,7,12,9,13,0,6,14
26,26,16,20,5,2,11,7,0
27,27,12,10,9,6,11,0,19
28,28,1,17,19,20,11,9,7
29,29,14,11,15,16,13,9,8
30,30,2,0,10,12,15,16,13
31,31,2,3,4,0,13,10,18
32,32,9,0,10,20,1,2,6
33,33,1,6,16,20,7,11,18
34,34,15,5,0,19,8,4,3
35,35,12,8,11,20,18,4,5
36,36,9,16,0,7,18,3,5
37,37,3,4,16,11,20,12,14
38,38,15,2,13,1,17,10,5
39,39,9,5,17,3,14,15,20
40,40,18,14,1,0,9,6,15
41,41,15,17,0,2,11,4,13
42,42,13,5,15,12,1,7,4
43,43,17,11,7,8,5,10,14
44,44,4,5,17,11,14,19,18
45,45,19,4,20,0,1,5,14
46,46,18,6,16,20,15,12,19
47,47,16,4,6,15,14,10,7
48,48,17,7,19,0,6,13,16
