,round,tube0,tube1,tube2
0,0,6,9,4
1,1,5,2,9
2,2,4,2,0
3,3,4,9,8
4,4,8,6,3
5,5,4,3,6
6,6,0,2,4
7,7,3,9,0
8,8,0,6,2
9,9,6,9,4
10,10,0,1,6
11,11,4,0,8
12,12,0,1,9
13,13,2,3,9
14,14,8,4,1
15,15,8,1,7
16,16,3,6,0
17,17,5,7,1
18,18,5,6,0
19,19,1,6,3
20,20,8,6,0
21,21,2,3,0
22,22,6,0,8
23,23,5,7,6
