,round,tube0,tube1,tube2
0,0,9,3,1
1,1,3,8,0
2,2,8,0,1
3,3,3,1,9
4,4,7,8,5
5,5,3,4,1
6,6,7,5,3
7,7,5,9,6
8,8,8,7,5
9,9,2,0,7
10,10,5,6,9
11,11,3,8,4
12,12,8,9,7
13,13,8,1,3
14,14,1,6,5
15,15,5,1,0
16,16,2,1,4
17,17,8,7,2
18,18,2,5,7
19,19,5,3,8
20,20,5,2,3
21,21,5,4,7
22,22,1,7,8
23,23,2,1,7
