,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,19,11,5,0,16,9
1,1,10,12,0,5,4,6,7
2,2,8,6,10,5,17,20,15
3,3,11,18,9,4,6,1,13
4,4,20,12,0,1,8,6,7
5,5,3,12,13,1,19,0,16
6,6,8,19,18,11,12,1,20
7,7,7,14,0,15,18,19,3
8,8,7,15,9,19,16,18,17
9,9,15,3,0,10,5,13,14
10,10,12,13,6,19,4,14,20
11,11,20,2,17,0,16,4,5
12,12,9,11,3,4,6,18,20
13,13,10,6,0,9,12,20,15
14,14,20,9,7,0,19,4,10
15,15,6,2,15,12,13,20,16
16,16,9,20,10,7,11,17,0
17,17,9,5,20,14,2,19,17
18,18,16,18,14,20,1,19,10
19,19,8,15,2,9,16,18,5
20,20,18,3,19,14,13,8,6
21,21,15,10,3,14,5,17,11
22,22,5,15,19,6,10,8,0
23,23,10,12,16,3,17,19,6
24,24,15,9,3,18,20,13,2
25,25,9,4,8,16,6,11,17
26,26,17,12,10,5,20,15,19
27,27,1,20,2,17,11,19,8
28,28,13,1,17,9,2,14,4
29,29,11,12,6,3,10,8,0
30,30,18,16,15,2,3,12,10
31,31,12,14,0,13,10,1,18
32,32,19,20,17,12,1,5,9
33,33,6,18,17,16,14,10,15
34,34,19,1,8,13,2,0,10
35,35,16,17,3,0,15,6,4
36,36,20,4,8,15,9,19,7
37,37,9,20,15,8,18,5,17
38,38,5,0,7,15,17,12,11
39,39,19,5,20,17,0,15,4
40,40,3,18,13,16,4,10,17
41,41,20,17,7,6,8,18,11
42,42,8,18,7,20,3,10,0
43,43,15,19,4,2,12,8,0
44,44,17,10,13,20,9,18,1
45,45,11,5,2,9,6,16,14
46,46,0,6,10,14,12,13,9
47,47,1,9,8,0,17,2,3
48,48,8,13,18,16,14,0,19
