,round,tube0,tube1,tube2
0,0,9,1,7
1,1,4,8,6
2,2,2,9,8
3,3,6,0,8
4,4,6,5,0
5,5,2,7,0
6,6,7,5,0
7,7,5,6,8
8,8,2,3,9
9,9,3,7,6
10,10,0,6,2
11,11,1,2,7
12,12,4,9,5
13,13,4,5,1
14,14,0,3,4
15,15,4,0,5
16,16,7,9,1
17,17,5,9,2
18,18,1,9,8
19,19,7,3,1
20,20,9,7,2
21,21,0,4,2
22,22,2,6,3
23,23,8,3,7
