,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,8.0,40.0,800.0,0.7164242717347934,99125.0,19.99999500000125
1,0.0,1.0,8.0,40.0,812.0,0.7350461574887499,98421.0,20.29999492500127
2,0.0,2.0,8.0,40.0,819.0,0.8616521715125712,96946.0,20.474994881251277
