,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,1,13,11,3,14,16
1,1,19,3,1,11,6,14,13
2,2,9,7,10,12,18,8,4
3,3,20,7,8,18,13,2,15
4,4,5,14,0,10,19,16,4
5,5,9,6,17,14,1,12,2
6,6,7,18,0,12,4,5,6
7,7,18,12,0,15,14,9,4
8,8,15,9,2,11,3,13,14
9,9,7,12,14,6,3,8,4
10,10,3,6,1,14,8,0,16
11,11,16,13,19,10,18,4,7
12,12,16,0,11,17,8,3,6
13,13,16,15,20,7,13,17,2
14,14,15,6,3,16,11,19,17
15,15,12,0,11,15,5,9,3
16,16,0,3,12,7,14,11,4
17,17,6,12,15,2,5,14,1
18,18,4,6,5,11,18,12,16
19,19,13,5,11,19,15,17,18
20,20,15,1,11,4,16,9,6
21,21,9,17,16,8,2,15,4
22,22,3,10,13,6,14,9,20
23,23,18,2,1,4,13,17,15
24,24,20,13,5,4,11,1,12
25,25,13,0,9,20,8,5,4
26,26,19,12,8,3,11,13,10
27,27,17,10,1,6,20,19,8
28,28,19,14,7,4,2,18,5
29,29,3,15,9,12,11,7,6
30,30,6,4,15,1,18,13,12
31,31,14,12,18,17,2,8,1
32,32,17,1,4,9,15,20,11
33,33,9,11,12,8,17,6,16
34,34,0,17,20,1,3,19,18
35,35,16,18,6,2,11,3,17
36,36,4,16,12,2,6,20,5
37,37,9,5,20,18,11,3,16
38,38,11,7,19,4,16,14,9
39,39,9,5,19,8,2,15,1
40,40,3,5,12,7,9,11,0
41,41,14,9,10,18,5,2,7
42,42,17,13,12,0,11,14,15
43,43,16,17,19,18,7,12,10
44,44,12,10,14,15,3,8,5
45,45,5,7,1,4,13,18,20
46,46,17,20,9,13,14,15,12
47,47,16,14,4,1,8,17,11
48,48,2,17,14,5,9,8,15
