,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,19,14,2,4,16,12
1,1,1,0,11,9,10,2,14
2,2,10,7,6,9,11,14,3
3,3,10,1,2,9,14,8,6
4,4,6,3,2,18,12,0,5
5,5,7,9,1,17,2,12,13
6,6,16,9,10,7,5,11,19
7,7,4,16,20,1,2,17,15
8,8,4,17,18,13,8,10,3
9,9,6,1,2,5,16,17,15
10,10,17,5,1,6,8,4,2
11,11,12,10,4,16,13,15,18
12,12,4,2,18,11,9,8,3
13,13,7,6,13,4,10,0,19
14,14,6,17,0,18,5,16,13
15,15,0,8,1,15,17,9,5
16,16,2,7,15,10,19,3,18
17,17,0,11,3,10,2,6,12
18,18,12,5,1,13,11,4,20
19,19,1,7,2,20,9,18,19
20,20,4,5,9,1,3,14,11
21,21,4,15,7,17,0,16,2
22,22,18,2,4,19,10,13,0
23,23,11,0,6,5,19,13,1
24,24,1,5,11,4,18,0,12
25,25,4,15,11,5,0,13,6
26,26,13,15,1,6,12,2,14
27,27,14,13,5,12,7,8,10
28,28,8,2,6,3,7,4,13
29,29,7,13,18,15,4,2,12
30,30,2,20,3,11,0,1,5
31,31,6,12,5,17,15,19,4
32,32,1,14,0,8,10,2,12
33,33,20,7,4,9,3,8,16
34,34,2,1,0,13,5,15,11
35,35,1,5,3,15,0,19,6
36,36,5,8,13,1,6,7,19
37,37,0,3,1,12,19,10,16
38,38,5,1,4,6,3,11,9
39,39,3,1,0,6,13,17,7
40,40,1,18,20,0,3,6,17
41,41,3,2,20,16,10,1,0
42,42,2,0,9,18,19,17,20
43,43,13,8,17,5,2,15,18
44,44,18,6,5,7,0,15,9
45,45,3,0,2,12,1,9,13
46,46,2,20,7,18,17,0,8
47,47,0,15,16,1,6,9,2
48,48,15,14,6,0,1,3,5
