,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,19,11,5,0,16,9
1,1,20,10,5,9,13,18,2
2,2,11,10,17,2,8,9,4
3,3,11,3,9,8,7,2,18
4,4,8,2,20,16,1,7,9
5,5,10,1,9,17,14,12,0
6,6,13,10,5,16,2,17,3
7,7,10,16,0,13,4,17,12
8,8,6,11,18,4,12,8,19
9,9,20,8,19,15,0,16,12
10,10,3,17,0,8,4,5,10
11,11,12,2,20,0,13,9,7
12,12,9,16,12,0,10,20,15
13,13,16,3,15,14,17,7,5
14,14,4,9,11,1,14,12,19
15,15,3,12,15,13,14,18,5
16,16,1,15,0,19,10,2,13
17,17,3,10,8,16,17,15,7
18,18,10,18,14,2,6,1,3
19,19,16,0,10,17,8,9,20
20,20,14,6,4,12,18,5,3
21,21,20,13,6,11,19,2,5
22,22,4,7,20,8,3,13,6
23,23,7,18,0,19,16,1,13
24,24,14,19,15,17,12,2,20
25,25,9,4,18,3,1,5,11
26,26,10,7,8,4,3,19,12
27,27,4,16,6,0,12,5,18
28,28,9,4,16,13,7,5,17
29,29,7,11,16,0,9,17,8
30,30,8,6,5,14,13,4,19
31,31,10,11,13,12,5,1,6
32,32,19,16,14,6,2,1,7
33,33,2,5,16,1,10,18,9
34,34,0,18,5,9,17,3,20
35,35,4,18,1,5,12,8,16
36,36,20,9,8,3,13,12,0
37,37,20,13,18,5,15,9,2
38,38,8,20,0,4,5,7,13
39,39,1,16,2,20,15,8,19
40,40,18,19,11,17,6,12,9
41,41,0,2,10,4,20,14,7
42,42,19,4,6,5,8,15,18
43,43,14,18,11,7,4,16,6
44,44,17,10,8,12,0,20,6
45,45,19,13,10,15,6,14,18
46,46,18,17,3,16,6,7,9
47,47,13,2,18,10,11,1,5
48,48,10,14,20,16,9,17,18
