,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,1,13,16,7,14
1,1,18,5,11,14,19,16,17
2,2,7,11,18,4,15,12,16
3,3,0,17,2,1,8,6,15
4,4,7,17,10,8,3,2,15
5,5,1,17,4,2,7,16,11
6,6,15,1,2,8,17,19,18
7,7,9,20,0,3,11,19,14
8,8,19,13,1,14,17,2,8
9,9,17,16,7,3,5,12,9
10,10,5,14,7,4,17,18,8
11,11,14,8,4,1,20,19,15
12,12,13,8,12,10,9,6,1
13,13,20,6,0,3,8,18,2
14,14,3,6,2,9,16,1,0
15,15,18,5,13,3,11,16,12
16,16,15,5,2,11,7,13,4
17,17,7,1,13,10,3,12,14
18,18,15,14,9,20,1,17,11
19,19,19,9,11,2,3,18,13
20,20,4,7,14,17,19,10,13
21,21,20,2,4,18,6,15,1
22,22,17,14,4,7,1,18,16
23,23,20,6,14,13,2,19,7
24,24,11,0,19,13,16,4,3
25,25,0,16,18,12,11,14,9
26,26,4,2,12,8,19,13,10
27,27,7,9,12,10,5,2,20
28,28,5,14,19,0,10,13,1
29,29,12,16,7,18,3,10,11
30,30,17,7,11,15,8,2,1
31,31,5,7,17,1,3,6,12
32,32,11,18,9,5,2,4,17
33,33,6,17,8,13,16,18,15
34,34,2,20,8,5,17,4,11
35,35,2,8,16,15,5,6,0
36,36,15,2,5,9,17,3,13
37,37,20,1,4,13,8,9,3
38,38,19,14,12,17,3,2,16
39,39,8,10,16,18,0,3,13
40,40,11,6,12,8,13,3,20
41,41,11,5,18,10,9,12,6
42,42,20,0,13,7,14,5,19
43,43,7,14,3,15,18,0,20
44,44,19,9,18,13,17,5,20
45,45,7,10,6,13,5,20,14
46,46,12,1,13,11,8,6,2
47,47,4,8,14,17,5,2,7
48,48,15,7,9,17,19,0,14
