,round,tube,sp,st,final_pop
0,0,0,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",261
1,0,0,0,"(0.07767524377487713, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.05704605546646054, 0.0, 0.0)",1
2,0,0,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.09213451634646845, 0.08089753960935037, 0.0, 0.0)",2
3,0,0,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.012402870190965464, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",1
4,0,0,6,"(0.01764645571773668, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",3
5,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.0050241226652809326, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05697001658859331)",2
6,0,0,6,"(0.03426039533065134, 0.007299598036337519, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019404552082996497, 0.0, 0.028146417112716555, 0.05874522297052942)",1
7,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",265
8,0,0,6,"(0.03426039533065134, 0.007299598036337519, 0.0, 0.030181603934096246, 0.004217188808690607, 0.0, 0.019404552082996497, 0.0, 0.028146417112716555, 0.05874522297052942)",1
9,0,0,6,"(0.060410109338485056, 0.011572197494497125, 0.0, 0.030181603934096246, 0.003444927103163085, 0.0, 0.019795240631728064, 0.0, 0.027054229424076145, 0.05874522297052942)",1
10,0,0,13,"(0.0, 0.02461978404713738, 0.023035932332134326, 0.0, 0.01810411441758469, 0.022173256981297827, 0.0, 0.0, 0.01089208668844536, 0.00476393156717078)",7
11,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",279
12,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.02166615497714923, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",1
13,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.01751617156687926, 0.08380840797570269, 0.05222380930511503, 0.0, 0.0)",1
14,0,1,5,"(0.13228796752154168, 0.07907080207865028, 0.0534257482445832, 0.17977192363034628, 0.0, 0.0, 0.15570506977525858, 0.0, 0.0, 0.1654301297616405)",10
15,0,1,6,"(0.035018338464932415, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
16,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",292
17,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.041488949439901196, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.04869056068854911, 0.05874522297052942)",1
18,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.041488949439901196, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",5
19,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.008492192642163013, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
20,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.10543837849012987)",2
21,0,1,13,"(0.0, 0.02461978404713738, 0.023035932332134326, 0.0, 0.01810411441758469, 0.022173256981297827, 0.0, 0.0, 0.01089208668844536, 0.0023435697785711886)",1
22,0,1,13,"(0.0, 0.02461978404713738, 0.023035932332134326, 0.0, 0.01810411441758469, 0.022173256981297827, 0.0, 0.0, 0.01089208668844536, 0.00476393156717078)",41
23,0,1,13,"(0.0, 0.02461978404713738, 0.023035932332134326, 0.0, 0.010493013324022098, 0.022173256981297827, 0.0, 0.0, 0.01089208668844536, 0.00476393156717078)",1
24,0,2,0,"(0.08154420175891525, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.06932315417803511, 0.0691048466035698, 0.0, 0.0)",2
25,0,2,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08124125668555358, 0.0691048466035698, 0.0, 0.0)",1
