,round,tube0,tube1,tube2
0,0,3,7,6
1,1,9,6,2
2,2,4,1,8
3,3,1,4,0
4,4,6,1,0
5,5,7,3,0
6,6,3,7,8
7,7,7,1,4
8,8,7,5,1
9,9,4,7,2
10,10,2,3,8
11,11,4,8,0
12,12,1,4,6
13,13,9,0,6
14,14,1,9,7
15,15,5,1,6
16,16,3,9,2
17,17,2,5,9
18,18,9,4,2
19,19,3,9,0
20,20,7,6,0
21,21,3,4,1
22,22,1,9,4
23,23,1,0,5
