,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,10,0,17,20,3,1
1,1,6,3,10,2,4,9,13
2,2,0,2,15,3,12,8,20
3,3,9,20,19,8,16,15,1
4,4,12,17,7,10,19,2,6
5,5,14,4,20,16,15,1,8
6,6,10,19,9,14,7,0,15
7,7,3,6,19,7,0,4,12
8,8,20,9,6,8,18,16,5
9,9,7,18,6,15,9,3,4
10,10,1,13,11,8,14,6,19
11,11,13,14,1,20,19,11,18
12,12,4,12,10,18,7,9,5
13,13,15,4,19,7,5,0,18
14,14,15,9,10,11,17,4,5
15,15,2,1,5,17,13,8,20
16,16,5,1,11,4,19,14,15
17,17,19,13,17,6,16,2,4
18,18,19,20,14,6,7,13,15
19,19,14,10,11,3,17,1,15
20,20,19,4,9,7,0,5,3
21,21,15,9,3,19,5,20,14
22,22,12,10,2,19,18,7,3
23,23,5,0,12,7,8,13,14
24,24,4,9,16,8,18,15,0
25,25,14,8,11,19,4,6,10
26,26,12,15,9,17,8,14,6
27,27,6,9,8,16,14,20,11
28,28,10,1,3,12,9,18,7
29,29,2,12,9,8,1,19,11
30,30,0,8,15,17,5,6,16
31,31,10,19,4,13,5,12,2
32,32,15,16,6,0,2,10,18
33,33,9,14,7,10,18,19,12
34,34,0,15,14,4,11,1,7
35,35,4,0,13,19,6,12,1
36,36,2,18,14,12,15,13,11
37,37,17,13,18,7,1,20,6
38,38,15,7,3,19,11,6,8
39,39,18,11,0,3,14,7,15
40,40,5,2,14,17,10,1,18
41,41,10,2,16,9,20,4,19
42,42,18,10,14,8,17,20,6
43,43,15,16,4,18,6,13,17
44,44,16,3,13,14,11,1,5
45,45,13,18,11,5,6,19,14
46,46,2,18,5,8,11,17,1
47,47,5,9,6,4,10,20,0
48,48,11,7,4,19,3,16,0
