,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,9,12,1,11,6,0,7
1,1,16,8,9,12,7,6,0
2,2,11,12,6,20,3,5,17
3,3,5,10,6,15,2,8,13
4,4,4,15,6,12,20,11,9
5,5,16,18,3,7,17,12,19
6,6,6,3,7,1,2,17,4
7,7,17,15,20,8,4,14,13
8,8,2,11,20,13,9,10,7
9,9,4,11,8,19,17,2,10
10,10,5,6,17,2,1,10,9
11,11,1,11,16,3,15,5,14
12,12,18,2,12,13,15,9,20
13,13,18,3,6,13,8,5,12
14,14,19,20,13,3,2,0,16
15,15,20,5,15,10,12,3,9
16,16,7,18,8,13,11,17,12
17,17,11,1,0,15,10,6,19
18,18,6,19,7,3,8,12,9
19,19,16,8,20,15,14,10,11
20,20,6,3,16,4,14,5,11
21,21,13,11,16,5,8,1,2
22,22,3,17,10,7,1,0,2
23,23,4,3,11,17,9,19,10
24,24,6,1,10,18,0,9,4
25,25,3,4,5,11,20,0,10
26,26,20,0,5,1,18,4,14
27,27,0,1,11,19,4,18,6
28,28,9,8,11,6,10,5,12
29,29,7,10,0,12,17,18,6
30,30,15,8,17,19,6,4,1
31,31,0,7,18,15,1,13,9
32,32,3,19,20,18,6,1,0
33,33,9,1,4,18,2,13,8
34,34,3,17,16,10,13,19,1
35,35,7,12,9,4,18,2,19
36,36,2,3,12,5,4,13,14
37,37,13,20,18,9,8,2,19
38,38,3,19,9,13,15,16,20
39,39,6,17,13,3,9,10,2
40,40,7,3,16,19,11,10,14
41,41,14,5,1,4,10,13,15
42,42,19,4,2,5,8,20,16
43,43,0,12,1,18,6,10,2
44,44,20,18,12,1,4,15,13
45,45,14,10,12,7,18,16,4
46,46,17,18,15,5,8,1,16
47,47,17,13,18,1,12,15,11
48,48,10,2,14,11,1,13,7
