,round,tube0,tube1,tube2
0,0,4,6,2
1,1,6,9,3
2,2,8,3,1
3,3,2,3,4
4,4,1,5,3
5,5,0,3,5
6,6,3,2,8
7,7,4,7,9
8,8,6,4,2
9,9,1,3,7
10,10,5,1,9
11,11,7,9,6
12,12,9,3,4
13,13,3,4,6
14,14,0,5,3
15,15,5,3,0
16,16,0,2,4
17,17,4,9,7
18,18,6,1,8
19,19,7,2,8
20,20,5,3,1
21,21,9,5,3
22,22,8,1,9
23,23,2,5,0
