,round,tube0,tube1,tube2
0,0,1,0,2
1,1,8,2,0
2,2,8,1,7
3,3,9,6,1
4,4,9,4,7
5,5,7,2,4
6,6,4,8,5
7,7,2,3,5
8,8,8,5,0
9,9,1,9,5
10,10,6,8,3
11,11,3,5,1
12,12,7,1,2
13,13,9,1,7
14,14,7,3,1
15,15,3,5,8
16,16,0,9,5
17,17,0,4,3
18,18,1,6,4
19,19,0,7,1
20,20,3,7,6
21,21,3,9,0
22,22,2,4,5
23,23,5,0,4
