,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,11,14,12,18,4,15
1,1,5,12,16,14,3,20,11
2,2,8,1,2,12,10,18,15
3,3,3,14,19,7,18,1,13
4,4,7,3,0,1,13,15,11
5,5,10,15,16,20,11,3,14
6,6,18,0,19,12,5,11,7
7,7,5,0,18,7,16,15,1
8,8,3,19,16,6,17,13,18
9,9,2,6,20,8,16,10,13
10,10,18,2,10,16,1,17,8
11,11,14,20,7,8,0,6,10
12,12,5,9,7,13,14,0,17
13,13,17,18,3,7,15,16,14
14,14,19,4,14,9,2,3,16
15,15,6,7,3,10,4,19,0
16,16,8,9,4,16,10,17,2
17,17,4,12,7,16,10,0,14
18,18,17,7,8,12,6,11,3
19,19,11,5,14,12,20,19,1
20,20,12,20,6,0,13,17,7
21,21,18,4,17,20,12,10,8
22,22,12,2,10,19,9,13,8
23,23,6,12,8,0,4,10,17
24,24,18,14,3,13,1,19,7
25,25,10,8,15,7,14,17,19
26,26,18,8,0,12,13,19,16
27,27,8,2,4,1,5,16,3
28,28,19,4,17,6,3,2,7
29,29,7,5,6,1,19,4,18
30,30,3,10,1,9,6,15,7
31,31,17,13,16,9,4,18,6
32,32,20,6,15,16,3,7,19
33,33,16,5,17,7,0,2,13
34,34,5,20,3,12,13,8,10
35,35,11,8,5,13,12,16,0
36,36,12,14,0,7,8,1,13
37,37,8,15,18,9,0,2,10
38,38,13,8,3,14,20,19,17
39,39,4,20,7,13,0,5,19
40,40,12,16,7,6,0,5,15
41,41,18,16,5,9,3,14,1
42,42,5,20,11,8,12,0,6
43,43,3,4,6,12,9,8,13
44,44,6,15,0,17,1,13,10
45,45,0,19,11,20,14,1,3
46,46,0,13,11,17,8,14,20
47,47,17,13,0,8,5,7,15
48,48,15,17,13,7,20,18,10
