,round,tube,sp,st,final_pop
0,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.07349444309219524, 0.08072859388890909)",202
1,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",169
2,0,0,8,"(0.0, 0.0, 0.01479910116627622, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",19
3,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.043040251016536364, 0.06830413185228304)",23
4,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.06755379696019313)",49
5,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.04536591171301778, 0.08072859388890909)",19
6,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.023142715682652814, 0.08624206615577079)",14
7,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.02125265887354061, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",27
8,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.018346014925902914, 0.0, 0.0, 0.0, 0.03650019271577493, 0.043577803385116055)",51
9,0,0,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.05414293202375718, 0.06440613806647179)",17
10,0,0,8,"(0.0, 0.0, 0.005175271590086829, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.05414293202375718, 0.06440613806647179)",65
11,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",237
12,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.07349444309219524, 0.08072859388890909)",145
13,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.023142715682652814, 0.08624206615577079)",27
14,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.04536591171301778, 0.08072859388890909)",86
15,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.018346014925902914, 0.0, 0.0, 0.0, 0.03650019271577493, 0.043577803385116055)",52
16,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.043040251016536364, 0.06830413185228304)",14
17,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.02125265887354061, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",10
18,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.05414293202375718, 0.06440613806647179)",5
19,0,1,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.06755379696019313)",2
20,0,1,8,"(0.0, 0.0, 0.005175271590086829, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.05414293202375718, 0.06440613806647179)",37
21,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",255
22,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.07349444309219524, 0.08072859388890909)",106
23,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.04536591171301778, 0.08072859388890909)",52
24,0,2,8,"(0.0, 0.0, 0.005175271590086829, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.05414293202375718, 0.06440613806647179)",29
25,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.043040251016536364, 0.06830413185228304)",38
26,0,2,8,"(0.0, 0.0, 0.01479910116627622, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",12
27,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.018346014925902914, 0.0, 0.0, 0.0, 0.03650019271577493, 0.043577803385116055)",21
28,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.03650019271577493, 0.06755379696019313)",15
29,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.01935268789610396, 0.0, 0.0, 0.0, 0.023142715682652814, 0.08624206615577079)",32
30,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.02125265887354061, 0.0, 0.0, 0.0, 0.03650019271577493, 0.08624206615577079)",4
31,0,2,8,"(0.0, 0.0, 0.011904458789055994, 0.0, 0.006009256761413696, 0.0, 0.0, 0.0, 0.05414293202375718, 0.06440613806647179)",29
