,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,7,0,10,18,4,3
1,1,9,4,17,3,0,20,8
2,2,10,20,19,17,12,7,14
3,3,3,20,16,5,8,19,12
4,4,11,1,17,3,2,16,12
5,5,6,0,16,18,17,3,13
6,6,19,2,20,8,12,17,1
7,7,7,5,15,12,14,19,17
8,8,10,3,11,12,6,15,13
9,9,16,11,18,10,20,14,8
10,10,3,20,19,9,12,18,11
11,11,19,1,15,20,6,2,17
12,12,9,0,13,7,3,20,1
13,13,6,13,2,14,9,5,12
14,14,8,19,18,12,14,5,17
15,15,6,4,8,20,7,14,13
16,16,14,11,10,12,7,2,0
17,17,1,14,13,4,9,17,19
18,18,2,1,17,12,14,20,3
19,19,12,14,7,11,20,13,3
20,20,9,7,0,3,8,6,16
21,21,14,8,13,16,20,9,5
22,22,7,8,16,1,11,3,19
23,23,18,12,5,11,20,2,8
24,24,17,8,16,20,13,9,10
25,25,4,6,14,2,11,20,15
26,26,4,1,5,0,6,18,17
27,27,8,14,5,16,4,6,1
28,28,17,18,4,9,1,14,11
29,29,5,19,2,9,6,4,14
30,30,6,20,1,9,17,11,18
31,31,20,0,12,6,8,14,7
32,32,3,2,13,5,1,17,12
33,33,4,9,17,20,5,3,10
34,34,6,5,19,3,4,2,14
35,35,16,1,2,11,14,5,0
36,36,6,13,10,11,5,3,20
37,37,18,3,7,5,20,19,16
38,38,12,13,1,5,2,6,11
39,39,0,5,13,15,1,19,11
40,40,19,12,6,2,13,15,16
41,41,17,4,19,12,1,10,7
42,42,11,7,12,3,13,9,10
43,43,10,3,18,0,4,16,5
44,44,13,4,7,5,6,12,2
45,45,17,6,3,1,19,12,16
46,46,5,8,13,16,20,12,2
47,47,14,1,7,4,11,0,18
48,48,6,1,15,19,5,2,11
