,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,13,15,17,7,20,12
1,1,3,4,5,9,8,7,6
2,2,2,1,4,0,3,8,7
3,3,20,13,1,9,3,2,7
4,4,19,1,10,11,8,3,2
5,5,1,2,10,18,0,17,20
6,6,0,20,8,6,16,12,19
7,7,10,2,15,18,0,16,4
8,8,5,8,12,20,16,17,4
9,9,0,8,1,6,14,7,18
10,10,11,5,3,15,19,10,8
11,11,8,9,3,1,14,17,6
12,12,11,7,9,14,18,5,10
13,13,2,8,0,7,9,1,5
14,14,1,2,0,8,6,17,11
15,15,4,18,1,7,3,0,14
16,16,4,16,9,15,17,8,2
17,17,5,13,2,3,16,20,14
18,18,2,13,3,9,14,18,0
19,19,20,11,4,13,14,17,19
20,20,7,1,12,18,4,11,10
21,21,15,1,2,10,14,13,3
22,22,13,15,8,6,9,14,7
23,23,20,14,12,9,13,18,4
24,24,15,12,5,3,20,8,18
25,25,3,7,6,4,1,0,13
26,26,7,9,15,17,8,2,16
27,27,17,8,1,11,4,7,16
28,28,17,2,15,6,16,0,9
29,29,1,5,9,13,17,2,14
30,30,2,20,17,8,3,18,4
31,31,2,1,13,0,3,7,5
32,32,17,3,0,5,9,1,11
33,33,1,3,5,14,6,12,19
34,34,2,17,8,16,1,5,20
35,35,1,15,3,20,19,13,0
36,36,0,12,2,4,1,15,6
37,37,1,7,0,2,13,3,5
38,38,15,0,9,13,10,11,8
39,39,14,15,12,13,16,17,5
40,40,17,0,3,12,14,11,7
41,41,7,3,17,0,13,19,10
42,42,2,1,14,10,0,11,13
43,43,5,13,1,2,20,14,7
44,44,7,0,5,8,20,6,10
45,45,11,17,0,1,2,5,7
46,46,10,1,14,5,15,11,3
47,47,5,3,11,4,16,9,13
48,48,10,7,2,0,5,3,14
