,round,tube,sp,st,final_pop
0,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07735151848424285, 0.0, 0.09318699685506812)",78
1,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07646716971110079, 0.0, 0.09318699685506812)",35
2,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.07240813288655487, 0.0, 0.0, 0.07735151848424285, 0.0, 0.08818223399353016)",146
3,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.07515255237947399, 0.0, 0.0, 0.07646716971110079, 0.0, 0.09318699685506812)",108
4,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07735151848424285, 0.0, 0.0548058666956589)",106
5,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07646716971110079, 0.0, 0.09318699685506812)",80
6,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07735151848424285, 0.0, 0.0548058666956589)",61
7,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.07240813288655487, 0.0, 0.0, 0.07735151848424285, 0.0, 0.08818223399353016)",114
8,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.07515255237947399, 0.0, 0.0, 0.07646716971110079, 0.0, 0.09318699685506812)",106
9,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07735151848424285, 0.0, 0.09318699685506812)",159
10,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.07515255237947399, 0.0, 0.0, 0.07646716971110079, 0.0, 0.09318699685506812)",51
11,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.07240813288655487, 0.0, 0.0, 0.07735151848424285, 0.0, 0.08818223399353016)",28
12,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07735151848424285, 0.0, 0.0548058666956589)",45
13,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07646716971110079, 0.0, 0.09318699685506812)",166
14,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.08031333918262062, 0.0, 0.0, 0.07735151848424285, 0.0, 0.09318699685506812)",196
