,round,tube0,tube1,tube2
0,0,6,2,5
1,1,7,4,6
2,2,9,6,0
3,3,1,6,8
4,4,4,1,6
5,5,1,2,5
6,6,2,9,0
7,7,2,8,9
8,8,8,6,0
9,9,1,2,8
10,10,2,0,1
11,11,4,1,6
12,12,6,4,3
13,13,5,3,7
14,14,4,5,2
15,15,8,2,3
16,16,6,4,9
17,17,9,1,6
18,18,6,4,5
19,19,6,1,8
20,20,2,9,3
21,21,5,1,9
22,22,8,1,7
23,23,4,7,0
