,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,1,13,16,7,14
1,1,17,7,13,2,0,14,18
2,2,20,9,18,4,10,19,8
3,3,8,10,14,3,16,11,20
4,4,6,12,3,10,16,14,2
5,5,11,19,3,2,1,10,20
6,6,0,11,18,3,2,7,19
7,7,15,20,11,1,13,5,12
8,8,6,14,1,15,0,2,8
9,9,19,20,6,3,1,12,5
10,10,10,8,11,3,12,17,7
11,11,19,12,7,1,10,4,13
12,12,2,17,8,16,12,5,20
13,13,20,14,8,1,0,4,2
14,14,17,6,14,5,20,2,18
15,15,16,1,18,10,8,4,19
16,16,11,15,19,6,13,12,10
17,17,9,8,7,1,12,10,4
18,18,13,2,5,19,8,10,9
19,19,20,12,4,9,17,16,15
20,20,19,14,3,17,15,20,7
21,21,3,18,0,11,4,10,1
22,22,9,0,6,19,8,15,13
23,23,19,10,14,17,6,7,18
24,24,8,10,6,18,19,14,20
25,25,8,15,3,12,18,17,11
26,26,3,7,17,9,0,14,1
27,27,2,18,16,6,10,5,20
28,28,0,16,2,14,7,4,3
29,29,13,18,15,6,9,16,10
30,30,1,4,10,17,3,9,13
31,31,8,14,18,7,16,4,3
32,32,11,2,10,3,14,16,18
33,33,20,11,19,15,5,12,17
34,34,4,5,7,13,18,12,14
35,35,5,14,3,15,17,6,11
36,36,13,10,18,1,20,12,3
37,37,19,2,3,11,13,6,15
38,38,16,14,11,2,20,18,6
39,39,17,5,2,11,10,8,7
40,40,6,8,2,10,18,0,19
41,41,15,18,0,7,3,8,13
42,42,16,18,11,12,13,19,2
43,43,3,1,11,12,20,15,7
44,44,11,19,2,20,0,5,15
45,45,18,8,2,3,19,6,9
46,46,4,12,20,5,11,19,7
47,47,14,10,12,13,1,4,3
48,48,13,10,9,1,3,14,5
