,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,2,7,11,6,4,17
1,1,16,9,15,5,6,4,12
2,2,2,8,20,18,3,0,11
3,3,11,16,19,10,0,6,7
4,4,1,5,2,3,14,19,13
5,5,4,6,12,3,0,18,1
6,6,8,9,1,16,17,5,18
7,7,8,16,14,9,15,18,19
8,8,6,15,11,8,18,17,3
9,9,12,8,0,11,6,7,19
10,10,8,10,5,20,11,9,4
11,11,3,9,4,18,0,5,2
12,12,15,16,19,7,1,20,18
13,13,17,10,13,0,18,1,7
14,14,13,11,0,20,5,18,17
15,15,12,11,3,5,9,8,10
16,16,20,9,4,19,3,6,18
17,17,16,1,11,18,0,12,5
18,18,1,13,3,11,14,15,5
19,19,10,12,8,4,15,13,19
20,20,12,2,4,8,6,0,13
21,21,10,14,18,8,0,12,6
22,22,7,16,4,10,18,19,1
23,23,18,0,11,7,4,9,19
24,24,20,19,13,5,12,6,14
25,25,15,1,10,2,14,8,12
26,26,18,4,13,16,10,17,11
27,27,8,1,11,10,12,2,13
28,28,2,18,8,3,20,15,0
29,29,17,5,18,1,11,20,4
30,30,13,3,12,19,8,5,16
31,31,6,2,8,1,5,12,19
32,32,6,7,8,19,10,0,3
33,33,8,16,11,6,14,13,10
34,34,13,8,2,4,17,1,20
35,35,15,9,1,5,2,8,17
36,36,0,2,16,4,5,9,3
37,37,15,2,7,17,0,18,9
38,38,3,6,19,7,14,5,16
39,39,0,17,5,20,2,6,13
40,40,15,3,17,7,0,8,9
41,41,3,17,12,2,19,20,15
42,42,5,0,2,3,13,17,19
43,43,19,14,10,11,3,15,16
44,44,16,20,1,2,8,9,15
45,45,20,11,2,4,17,7,9
46,46,3,11,10,20,12,5,1
47,47,6,5,0,13,2,20,15
48,48,2,17,6,18,4,20,3
