,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,3,8,4,1,0,9
1,1,0,1,5,4,3,9,2
2,2,3,2,5,1,4,0,7
3,3,5,16,1,0,2,15,3
4,4,16,3,2,6,1,0,14
5,5,18,14,1,5,2,13,6
6,6,8,12,15,3,9,16,7
7,7,0,4,18,8,11,3,17
8,8,2,17,1,7,0,12,15
9,9,1,0,2,4,6,8,16
10,10,3,4,0,1,8,6,2
11,11,1,0,5,13,14,3,10
12,12,5,12,4,13,2,10,18
13,13,15,16,0,12,7,6,9
14,14,9,5,20,17,16,6,4
15,15,15,13,9,5,4,7,12
16,16,10,9,17,15,6,16,13
17,17,1,15,2,16,17,18,4
18,18,9,4,13,15,12,8,3
19,19,0,14,4,16,1,10,8
20,20,0,12,8,13,5,4,14
21,21,17,9,3,8,16,0,15
22,22,4,12,2,13,5,9,18
23,23,1,8,9,3,17,2,12
24,24,11,1,7,2,13,16,17
25,25,2,3,5,7,6,0,15
26,26,3,7,0,5,13,19,1
27,27,1,2,3,5,10,0,15
28,28,1,4,0,3,18,2,19
29,29,16,15,5,17,11,4,6
30,30,4,7,3,8,12,9,16
31,31,18,2,1,3,14,4,16
32,32,7,11,8,3,17,12,2
33,33,14,9,5,17,7,1,3
34,34,4,0,6,1,8,12,14
35,35,12,8,19,10,2,5,3
36,36,12,2,14,15,4,8,10
37,37,7,6,16,1,0,17,13
38,38,3,16,2,9,18,1,11
39,39,2,1,18,11,7,19,3
40,40,0,8,9,1,14,20,7
41,41,1,0,7,8,12,9,18
42,42,2,3,0,7,20,8,18
43,43,5,4,2,8,19,1,6
44,44,0,5,10,3,4,6,20
45,45,0,9,11,1,10,13,6
46,46,9,14,2,4,3,13,12
47,47,11,9,0,12,10,8,17
48,48,20,0,6,11,19,15,9
