,round,tube0,tube1,tube2
0,0,2,8,0
1,1,0,6,7
2,2,3,1,6
3,3,2,5,8
4,4,1,8,5
5,5,8,6,0
6,6,8,5,9
7,7,2,1,5
8,8,8,5,3
9,9,8,4,3
10,10,8,1,5
11,11,1,2,5
12,12,1,7,8
13,13,4,0,5
14,14,8,0,6
15,15,9,8,4
16,16,9,6,2
17,17,3,1,7
18,18,1,0,4
19,19,0,9,2
20,20,6,5,4
21,21,1,2,4
22,22,0,8,3
23,23,3,7,0
