,round,tube,sp_div_H,tot_pop_0,tot_final_pop,tot_auc,mean_fc,deg_score,nut_score
837,39.0,18.0,0.9330905905056721,144.0,634.0,43503.0,4.045491566207476,0.8063466799047702,0.9997428419670679
838,39.0,19.0,1.0347031557083688,113.0,606.0,38979.0,5.229008392889392,0.8356604124271915,0.9997401621100755
839,39.0,20.0,0.9115179532011423,86.0,550.0,35692.0,6.452471731505128,0.7726177457968662,0.9997707783643455
840,40.0,0.0,1.0606523550754254,191.0,783.0,45918.0,3.5730230721206406,0.8031673229028229,0.8722040358536807
841,40.0,1.0,1.0430353954051321,126.0,711.0,45853.0,5.675316834760626,0.803114219708059,0.8539104414894563
842,40.0,2.0,1.050926824678469,100.0,631.0,45827.0,6.366033240570758,0.812265464702234,0.9025431154345576
843,40.0,3.0,1.0550042332410154,181.0,736.0,45908.0,3.063941029904337,0.8300004623775904,0.9997253836056138
844,40.0,4.0,1.3774852340802821,152.0,583.0,45879.0,3.5947450275781483,0.6174440615619128,0.9999131246611712
845,40.0,5.0,1.0508778651714454,83.0,627.0,45810.0,8.746031533630715,0.8216241597338604,0.9498893403815646
846,40.0,6.0,1.0399985912202279,226.0,691.0,45953.0,3.7331051657084515,0.8018896749045386,0.956882142511859
847,40.0,7.0,0.998975335811397,127.0,600.0,45854.0,4.635459675197894,0.8089495362022356,0.9997602998658031
848,40.0,8.0,0.9732802163484056,70.0,588.0,45797.0,7.92964630418345,0.7950100461393719,0.9202700070757108
849,40.0,9.0,1.0093805413386936,188.0,847.0,45915.0,3.783968347604131,0.7636382961970036,0.9997674683780886
850,40.0,10.0,1.1839418178967804,212.0,826.0,45939.0,3.566634686993825,0.7416936936428926,0.9997044653635576
851,40.0,11.0,0.9002107141455361,102.0,756.0,45829.0,6.649916212632092,0.6945817428100265,0.9998230427234225
852,40.0,12.0,1.0167324682995627,200.0,828.0,45927.0,4.514065819816283,0.8211561524688347,0.9887251303304454
853,40.0,13.0,0.9249452257706325,193.0,820.0,45920.0,4.4954532085401135,0.7124791191207804,0.999732048846306
854,40.0,14.0,0.9816739789575624,120.0,774.0,45847.0,6.144943995437148,0.826011330590948,0.9918571740055598
855,40.0,15.0,1.0446183757574425,179.0,694.0,45906.0,3.970951120925871,0.8346852701217464,0.9853455855088988
856,40.0,16.0,1.0197399190177365,172.0,720.0,45899.0,4.886152411740205,0.8381106581824257,0.9957897083393932
857,40.0,17.0,0.9656485774910843,91.0,725.0,45818.0,8.59137068833864,0.8195201728241892,0.9997413184154842
858,40.0,18.0,0.9633631386392993,215.0,885.0,45942.0,4.310162575444209,0.7924550011200102,0.9997470138038544
