,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,1.0,22.0,633.0,0.29527765550844154,44956.0,28.77271419422082
1,0.0,1.0,1.0,22.0,575.0,0.3563991653226371,42257.0,26.136351756203748
2,0.0,2.0,1.0,22.0,535.0,0.10021349346608477,42914.0,24.318170764467833
