,round,tube,sp,st,final_pop
0,0,0,0,"(0.0, 0.0, 0.0, 0.041185484174357086, 0.03844675912649951, 0.0, 0.024471042742379295, 0.0, 0.07098281781122052, 0.0)",15
1,0,0,0,"(0.0, 0.0, 0.0, 0.04919577190951254, 0.03844675912649951, 0.0, 0.04391973423371449, 0.0, 0.07098281781122052, 0.0)",110
2,0,0,0,"(0.0, 0.0, 0.0, 0.022898413938019446, 0.03844675912649951, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",27
3,0,0,0,"(0.0, 0.0, 0.0, 0.041185484174357086, 0.03844675912649951, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",208
4,0,1,0,"(0.0, 0.0, 0.0, 0.04919577190951254, 0.03844675912649951, 0.0, 0.04391973423371449, 0.0, 0.07098281781122052, 0.0)",11
5,0,1,0,"(0.0, 0.0, 0.0, 0.022898413938019446, 0.03844675912649951, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",39
6,0,1,0,"(0.0, 0.0, 0.0, 0.041185484174357086, 0.03844675912649951, 0.0, 0.024471042742379295, 0.0, 0.07098281781122052, 0.0)",27
7,0,1,0,"(0.0, 0.0, 0.0, 0.041185484174357086, 0.03844675912649951, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",234
8,0,2,0,"(0.0, 0.0, 0.0, 0.041185484174357086, 0.03844675912649951, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",308
9,0,2,0,"(0.0, 0.0, 0.0, 0.04919577190951254, 0.03844675912649951, 0.0, 0.04391973423371449, 0.0, 0.07098281781122052, 0.0)",20
10,0,2,0,"(0.0, 0.0, 0.0, 0.041185484174357086, 0.03844675912649951, 0.0, 0.024471042742379295, 0.0, 0.07098281781122052, 0.0)",5
