,round,tube0,tube1,tube2
0,0,4,9,7
1,1,2,9,7
2,2,1,3,5
3,3,1,8,9
4,4,4,1,6
5,5,0,4,6
6,6,8,3,6
7,7,8,7,5
8,8,2,3,0
9,9,7,0,3
10,10,2,5,8
11,11,7,1,9
12,12,5,8,4
13,13,0,8,9
14,14,1,8,2
15,15,8,9,3
16,16,9,4,7
17,17,9,0,5
18,18,3,9,5
19,19,9,2,7
20,20,0,8,3
21,21,0,4,6
22,22,7,2,6
23,23,2,0,3
