,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,2,7,11,6,4,17
1,1,0,3,5,1,6,7,8
2,2,2,6,5,8,7,3,11
3,3,16,15,17,9,12,14,10
4,4,20,3,2,14,11,8,7
5,5,12,1,9,3,4,20,0
6,6,14,8,6,19,5,18,11
7,7,12,19,9,18,1,17,8
8,8,7,13,8,4,6,5,14
9,9,16,10,5,3,17,0,7
10,10,17,1,11,20,9,3,19
11,11,5,10,18,0,16,11,12
12,12,19,17,3,4,11,13,8
13,13,3,6,19,2,17,7,14
14,14,14,5,3,7,0,2,15
15,15,4,15,12,14,9,18,1
16,16,13,0,16,14,7,5,4
17,17,5,2,16,10,11,0,7
18,18,0,7,17,6,3,15,12
19,19,10,6,12,13,19,0,15
20,20,12,2,9,5,4,3,8
21,21,9,0,15,11,13,1,16
22,22,8,3,19,7,16,14,1
23,23,11,7,2,16,3,14,5
24,24,7,5,10,6,9,11,2
25,25,16,6,18,12,0,1,11
26,26,15,14,16,19,11,18,2
27,27,3,13,8,15,10,7,14
28,28,10,15,12,8,0,11,7
29,29,9,1,4,3,15,14,11
30,30,13,2,17,18,3,12,9
31,31,0,9,17,7,15,6,20
32,32,19,14,3,2,8,5,0
33,33,6,5,11,18,1,20,0
34,34,3,7,14,4,17,20,16
35,35,19,12,9,3,4,16,6
36,36,7,8,18,4,9,2,20
37,37,6,17,7,9,5,15,3
38,38,12,3,19,8,1,10,18
39,39,7,1,5,14,0,9,4
40,40,17,20,13,15,4,7,5
41,41,1,0,3,6,20,7,16
42,42,2,4,14,15,7,12,0
43,43,4,1,15,7,18,12,3
44,44,4,2,7,1,18,10,19
45,45,6,18,5,11,10,20,1
46,46,6,8,10,7,17,9,4
47,47,8,5,12,9,4,11,0
48,48,11,13,7,8,0,9,20
