,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,11.0,7.0,30.0,0.5004024235381879,20232.0,4.285708163274053
1,0.0,1.0,11.0,7.0,56.0,0.25731864054383163,19957.0,7.999988571444899
2,0.0,2.0,11.0,7.0,43.0,0.6907114543575098,20632.0,6.142848367359475
