,round,tube0,tube1,tube2
0,0,4,1,0
1,1,1,4,3
2,2,0,8,1
3,3,8,3,2
4,4,9,5,0
5,5,1,9,0
6,6,7,4,1
7,7,6,9,5
8,8,4,1,9
9,9,8,3,4
10,10,4,6,7
11,11,3,7,2
12,12,9,1,0
13,13,4,5,2
14,14,3,8,5
15,15,7,6,3
16,16,1,5,9
17,17,4,5,6
18,18,4,1,3
19,19,4,2,6
20,20,2,3,4
21,21,5,7,2
22,22,9,4,0
23,23,3,2,7
