,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,3,18,15,5,9,2,7
1,1,3,13,16,15,17,2,11
2,2,9,19,18,5,20,1,7
3,3,12,7,11,8,15,2,17
4,4,20,18,15,19,12,17,10
5,5,12,16,1,11,3,4,9
6,6,14,19,17,13,6,7,0
7,7,18,16,4,8,19,3,10
8,8,7,17,16,3,13,12,20
9,9,18,11,4,2,5,17,6
10,10,18,17,19,4,10,8,13
11,11,0,7,16,18,5,2,6
12,12,1,20,9,16,13,2,14
13,13,2,17,5,19,12,16,6
14,14,14,13,6,5,8,1,16
15,15,3,16,7,14,8,20,12
16,16,7,14,2,4,8,12,10
17,17,12,13,9,7,6,2,1
18,18,2,14,16,19,17,18,15
19,19,15,4,11,14,12,16,10
20,20,9,4,7,16,14,1,11
21,21,3,15,13,10,18,2,0
22,22,20,1,16,2,11,0,4
23,23,12,11,19,10,1,6,20
24,24,5,15,18,14,12,3,0
25,25,4,6,18,3,20,7,19
26,26,20,5,7,14,8,16,9
27,27,12,9,2,6,15,14,16
28,28,17,1,14,6,10,16,11
29,29,0,9,1,5,2,15,20
30,30,5,18,1,0,17,8,15
31,31,11,2,19,10,9,0,5
32,32,10,16,9,19,18,5,14
33,33,18,20,9,19,3,0,16
34,34,13,6,3,10,16,9,1
35,35,18,13,10,1,11,12,0
36,36,1,0,16,17,14,7,18
37,37,3,9,1,4,16,20,0
38,38,4,15,7,5,0,14,1
39,39,10,11,19,3,18,8,6
40,40,16,19,4,18,3,17,13
41,41,14,1,11,13,3,5,16
42,42,10,6,18,2,17,9,3
43,43,19,7,11,12,20,10,18
44,44,13,16,19,9,11,8,0
45,45,15,14,16,6,17,19,10
46,46,15,1,2,8,18,12,7
47,47,19,3,11,7,4,6,16
48,48,2,4,12,18,13,1,9
