,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,19,0,11,7,9,14
1,1,3,9,12,10,6,15,17
2,2,10,9,0,13,1,5,12
3,3,18,1,17,20,16,19,11
4,4,13,6,20,9,11,12,18
5,5,11,17,7,15,4,18,8
6,6,13,17,7,2,1,15,11
7,7,0,10,7,13,9,2,17
8,8,1,0,8,12,10,20,3
9,9,18,5,1,2,20,8,15
10,10,19,5,20,11,4,16,1
11,11,8,4,3,5,2,13,11
12,12,15,19,12,6,11,10,20
13,13,5,17,7,1,6,0,10
14,14,6,20,17,19,3,18,15
15,15,10,15,6,19,11,5,7
16,16,11,7,20,1,0,15,19
17,17,10,16,19,20,4,11,14
18,18,10,7,5,13,2,4,19
19,19,10,20,11,1,5,2,14
20,20,13,11,3,9,6,5,15
21,21,4,9,14,13,11,3,7
22,22,20,13,2,14,7,12,4
23,23,15,10,4,17,11,6,20
24,24,13,3,6,18,12,15,16
25,25,10,11,17,1,5,0,3
26,26,13,20,8,4,11,3,0
27,27,19,3,20,1,6,11,2
28,28,17,9,18,2,11,16,5
29,29,0,3,17,14,1,10,8
30,30,1,2,19,11,4,16,6
31,31,7,3,13,14,12,5,18
32,32,2,8,19,4,6,7,16
33,33,10,6,1,3,0,13,14
34,34,3,13,12,14,7,10,4
35,35,14,4,6,18,5,17,15
36,36,17,8,7,20,9,19,12
37,37,20,3,2,18,16,6,0
38,38,6,18,15,10,12,7,16
39,39,3,5,9,17,19,7,4
40,40,3,12,6,20,16,2,14
41,41,2,6,17,15,3,1,9
42,42,8,19,3,10,6,16,9
43,43,8,6,18,11,12,14,20
44,44,8,13,16,6,19,15,4
45,45,16,5,14,18,17,8,3
46,46,9,3,13,1,0,14,20
47,47,20,3,17,15,5,4,12
48,48,2,18,5,6,19,12,1
