,round,tube0,tube1,tube2
0,0,1,3,2
1,1,8,1,2
2,2,4,1,3
3,3,6,9,1
4,4,4,2,0
5,5,9,3,1
6,6,7,1,2
7,7,6,3,0
8,8,4,5,9
9,9,0,8,5
10,10,6,0,8
11,11,2,9,6
12,12,5,6,8
13,13,9,2,0
14,14,3,4,5
15,15,5,9,1
16,16,8,0,7
17,17,8,4,6
18,18,2,0,5
19,19,1,9,4
20,20,5,3,0
21,21,1,4,2
22,22,1,3,4
23,23,5,2,1
