,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,8,17,18,3,1,14,13
1,1,4,8,1,3,18,14,0
2,2,7,9,11,8,18,2,17
3,3,1,14,16,20,12,19,3
4,4,1,12,0,4,10,15,14
5,5,16,9,19,12,8,10,6
6,6,11,4,16,6,17,18,3
7,7,20,15,11,8,4,17,16
8,8,18,11,13,4,17,2,8
9,9,6,12,16,17,14,4,20
10,10,18,13,7,14,16,15,20
11,11,18,19,2,13,6,16,5
12,12,4,19,13,12,10,1,9
13,13,2,12,14,19,18,15,4
14,14,19,20,4,10,2,11,3
15,15,1,5,17,0,2,8,15
16,16,2,3,1,7,10,13,14
17,17,1,9,13,3,10,8,2
18,18,9,19,6,4,3,5,12
19,19,6,4,20,7,11,3,8
20,20,19,10,6,2,3,14,9
21,21,7,20,15,12,8,6,4
22,22,12,5,9,15,4,14,19
23,23,6,0,16,15,18,2,4
24,24,1,20,3,9,6,11,12
25,25,13,18,12,4,0,14,17
26,26,2,11,8,12,16,1,17
27,27,15,9,20,16,19,2,12
28,28,18,5,1,0,19,4,3
29,29,14,11,1,7,17,5,8
30,30,18,0,17,1,20,10,2
31,31,15,16,17,4,0,9,12
32,32,17,4,7,18,12,8,15
33,33,18,15,3,13,16,14,11
34,34,7,1,13,19,2,6,4
35,35,8,16,7,3,14,10,18
36,36,9,7,14,18,12,4,20
37,37,2,7,17,19,14,10,18
38,38,15,1,5,17,14,11,4
39,39,6,5,11,0,17,14,13
40,40,2,4,20,1,12,16,6
41,41,4,17,2,0,7,14,12
42,42,17,10,4,8,14,19,13
43,43,7,16,10,15,3,13,6
44,44,1,16,3,4,14,20,7
45,45,15,6,18,11,7,0,17
46,46,13,12,0,18,7,16,19
47,47,2,6,13,9,18,1,16
48,48,13,10,11,7,2,19,6
