,round,tube0,tube1,tube2
0,0,3,0,1
1,1,8,9,0
2,2,3,9,1
3,3,0,1,8
4,4,9,0,8
5,5,9,7,4
6,6,9,7,5
7,7,8,1,3
8,8,7,0,1
9,9,1,3,7
10,10,5,6,0
11,11,4,5,1
12,12,1,9,6
13,13,0,5,2
14,14,7,4,8
15,15,8,9,2
16,16,9,4,1
17,17,3,5,2
18,18,7,1,8
19,19,2,9,1
20,20,9,6,3
21,21,4,6,5
22,22,2,3,8
23,23,3,2,1
