,round,tube0,tube1,tube2
0,0,7,9,6
1,1,6,0,1
2,2,2,4,5
3,3,0,8,7
4,4,7,8,9
5,5,3,9,0
6,6,0,1,8
7,7,2,8,3
8,8,8,9,2
9,9,1,7,2
10,10,9,5,8
11,11,0,2,7
12,12,4,5,6
13,13,9,3,2
14,14,2,9,8
15,15,5,6,8
16,16,4,7,2
17,17,0,6,7
18,18,6,1,8
19,19,2,8,6
20,20,7,2,6
21,21,1,7,2
22,22,7,8,0
23,23,6,5,1
